Sir Harry Percival, jak sądzę?	2, 5
Podobają się panu nasze rozległe pola?	5
Staję się strasznie zdrowy.	2, 5
Cudownie.	5, 8
Nikt nie zaprzeczy.	5, 8
Nie widziałam nic piękniejszego.	5
Szampan!	5
Mówili, że masz piwnicę z winem, ale nie wierzyłam.	7
Cudowna!	5, 7
To dopiero łóżko!	5
Wino i muzyka.	2, 5
Nie uda ci się.	1
Podpisz.	1
A jeśli odmówię?	1
Zabiję cię.	1
Nie ociągaj się.	1
Wszyscy czekają.	2, 6
Nie mogą się doczekać.	2
Nie lubią mnie. Szkoda.	6
Nic dziwnego.	6
Odebrałaś chleb połowie mieszkańców.	1, 3, 4
Alleluja, bracia!	5
Tam jest lepszy świat.	2, 8
Pasterze czekają, a miód płynie jak woda.	2, 5
Jakie oczy!	7
Coś z nimi nie tak?	4
Liczymy na ciebie.	8
Jakieś ostatnie słowa?	1
Pożegnajmy się z Kasią Ballou!	6
"Błagał Siegfrieda, by oszczędził mu życie."""	4, 6
Cześć, tato.	5, 8
Zaczniemy od najwyższej trampoliny.	2
Przepraszam, trenerze.	6
Nie skoczyłem.	7
Tak.	2, 5, 8
Ubiór to zwykła grzeczność, Bastian.	3
- Lubię je.	5
- A ja nie.	3
Nie pamiętasz, co?	6, 7
Bastian, pomóż nam.	4, 5, 8
Proszę, wróć tu, Bastian.	6
"To ""Niekończąca się Opowieść""."	1, 3
- Odłóż ją.	2
- Nie, Bastian.	7
Jesteśmy w wielkim niebezpieczeństwie.	4
Fantazja!	2, 5, 7
Ziemianin ma ocalić Dziecięcą Cesarzową? !	2, 5
Wejdź, mój szpiegu.	2
Trzy Twarze!	7
Nic ci nie jest?	2, 4, 5, 8
To moje najlepsze lądowanie.	5
- Czyżbyś miał skrzydła od niedawna?	8
Czysty kwas!	2, 3, 7
Kwas?	7
Dalej!	2, 8
Przestań, zażycz sobie coś.	2
Chcę się zobaczyć z Dziecięcą Cesarzową.	2
- Nie miałem czasu zapytać.	1
Życz sobie, by nas nie zabili!	4
Nimbly!	5, 8
Niezłe wejście.	7
Moc, która sprawia, że twe książki stają się puste... uwięziła mnie w mym zamku.	6
Potrzebujemy waszych marzeń i opowieści, by żyć.	8
Powiedz co mam zrobić.	8
Auryn ci pomoże.	8
Jesteś mą ostatnią nadzieją.	8
Wszyscy z Fantazji muszą nam pomóc.	2, 4
Już!	2, 5, 7
Wiecie co to oznacza?	2
Bastian!	5
W snach zobaczyłem światło nad Srebrnym Miastem. Wiedziałem że jest nadzieja.	5
- Widziałeś olbrzymy?	7
Ludzie mówią o zamku w kształcie dłoni.	2
Potrzebuję czegoś... czegoś co... może latać! I co może wystraszyć kogokolwiek kto mieszka w tym zamku.	2, 8
O, nie!	6
Kto wie co zrobi.	4
- Co mamy robić?	4
"Czy ktoś powiedział ""gonić""?"	2, 5
Falkor, patrz!	5, 7
Bardzo srogiej dłoni.	2
Musimy znaleźć Atreyu!	2, 8
Hej!	1, 5
Uważajcie!	4
Juniorze... kiedy się nauczysz... odróżniać skałę... od nosa?	1, 7
W czym mogę pomóc?	2, 5, 8
Ma pański adres na rewersie okładki.	1, 2
Mój syn zaginął zeszłej nocy.	4
Poważna książka jak na młodzieńca.	8
Może wyjaśnienie zaginieńcia pańskiego syna znajdzie pan... w środku.	8
Atreyu, bądź poważny!	2, 5, 8
W twoim świecie bycie poważnym jest żartem?	6
Tak!	5
I ty też.	1, 2
Jest niebezpieczny, ale chyba zadziała.	2
Niekończąca się Opowieść... zniknie... żadne dziecko nie dowie się... o Juniorze.	6
Jeśli ludzie... o nas zapomną... to nikt nie wymyśli... nic zabawnego dla Juniora. Nie!	6, 7
To boli!	1, 4, 7
Nie mogę oddychać!	4
Nic ci się nie stało?	8
Pamiętasz co powiedzieć?	8
Pewnie się zastanawiacie co tu robię.	7
Dawniej nie zawsze się zgadzaliśmy, ale wszystko da się załatwić.	2, 8
Lubię czytać.	5
To was pewnie nie obchodzi.	2, 6
Ruszajcie, wojownicy!	2, 5
- Teraz twoja kolej, idź!	7
Zapomnij.	1
Spray? W twoim świecie to broń?	7
Nie mogę uwierzyć w to, co zrobiliśmy.	7
Są zupełnie puste.	3, 6
- Pokonałem cię?	1, 2, 7
Pokonaliśmy.	8
Nie, nie masz!	1
Żądam, byś uwolniła cesarzową!	1, 3
Odizolowałam ją na zawsze.	3
Rzuciłaś klątwę więc możesz ją cofnąć.	1
- Chodźmy więc do Wieży Kości Słoniowej.	2
Pan Koreander?	2
Muszę odmówić.	2, 4, 8
Mój X-mobil mi wystarczy, panowie.	8
Mówię panu, to jakaś bardzo zaawansowana operacja.	7, 8
Dziś rano było tam pełno książek, od podłogi po sufit!	7
Pas, który sprawia, że stajesz się niewidzialny.	7
Nie widzę siebie.	4
- A jak nie będę mógł go ściągnąć?	4
Nie podoba mi się to.	3, 4
Pospiesz się.	4
Zaraz wracam.	2
- Chodzimy w kółko.	1
Bastian, czekam!	1, 2
Nie pozwól sobie rozkazywać.	1
Myślisz, że pomoże nam uwolnić Dziecięcą Cesarzową?	6
- Nie ufam jej.	3
- Wiem, kiedy ktoś kłamie.	1, 3
nan	6
Po co pamiętać coś czego możesz sobie zażyczyć?	2, 7
Nie podobałoby ci się to?	5
Nawet po śmierci?	4, 6
Jutro możemy stać się więźniami Xayide.	2
Atreyu, nie idź do niego w złości.	2
Masz rację.	8
Xayide! Miałaś rację.	6
Jesteś zazdrosny o Auryn, i przyszedłeś mi go zabrać.	1, 4, 6
Udawaj bohatera w swoim świecie, ziemianinie.	3
Olbrzymy!	7
Wielkie dzięki.	1, 3
- To twoja wina.	3
Nie zapomnij o mnie, Bastianie.	6, 8
Chodź ze mną.	2, 4, 8
A kto szpieguje i odlatuje... przeżyje, by szpiegować jeszcze raz.	7
Przepraszam za to, co zrobiłem.	4, 6, 8
Przyjaciele?	2, 8
Jeśli użyję ostatniego życzenia...	2, 5
Fantazja zostanie zapomniana.	6
- Dobrze.	2, 5, 8
Ale jak się poczuje twój ojciec, gdy cię już nigdy nie zobaczy?	4
Wypowiedz życzenie.	2, 5, 7, 8
Chciałbym... abyś miała serce.	2
Należy ją wypełnić miłością.	2, 5
Znalazłeś odwagę.	5, 8
- Martwiłem się o ciebie.	4, 6, 8
Wróciłeś.	3
Bastian... kocham cię.	8
Łatwiej się trawi.	5
Żadnych kompromisów.	3, 6
Ktoś zakradł się do jej domu i udusił ją.	1
Trzeba było pozbyć się go razem z Nico.	1, 3, 6
Chcę, żebyś się tym zajął osobiście.	2, 8
Jestem już.	5, 8
Może ktoś, kogo wsadziła za kratki, został zwolniony warunkowo.	3
Sądzisz, że ktoś wpuszczony przez nią otworzył okno, by upozorować włamanie?	7
To nie ma sensu.	3, 6
Policja wyda wkrótce komunikat o okolicznościach zabójstwa.	6
Wszyscy jesteśmy narażeni na okrucieństwo.	6
Czuje się pani do tego powołana?	7
Nic nie mamy.	1, 6
-Wspaniała.	5
Wyobrażam sobie, jak Raymondowi zależy na tej sprawie.	2, 8
Raymondowi zależy na wszystkich sprawach.	8
Walczyła o sprawiedliwość.	5, 8
Jeśli nie złapiesz mordercy, będziemy skończeni.	4
Niech Mac zajmie się tą pieprzoną biurokracją.	1
Pamiętaj, że straciliśmy dwóch najlepszych prawników.	1
Pieprzyć biuro!	1, 3
Nie widzisz, co się dzieje?	1
Nie wiemy, jakie mamy poparcie.	4, 6
"Szanowny Panie Horgan.
en/1990/100404/6976104.xml.gz	pl/1990/100404/6228423.xml.gz	288	254	That guy must write real slow.	Powoli pisze.
en/1990/100404/6976104.xml.gz	pl/1990/100404/6228423.xml.gz	289	255	Noel equals Leon."""	6, 7
Spodobają ci się wieści od koronera.	2, 8
Carolyn broniłaby się.	6, 7
Straszny bałaganiarz z ciebie.	3
Wiesz, że dla mnie nie kiwną palcem.	1
Nie, dzwoniła do twojego domu.	1
Barbara zdenerwowałaby się, gdyby to zobaczyła.	4
Polhemus przynosiła nieszczęście.	1, 3
Co o tym myślisz?	2, 3
Zapamiętuje rozmiar stanika.	2
Znalezienie tego faceta zajęło mi tydzień.	1, 3, 7
Dałem jej uporządkowane dokumenty.	1, 7
Co Molto ma z tym wspólnego?	1
W archiwum sądowym jest kopia?	2
Powiedziałem, że nie zdradzasz żony.	8
Tato, zobacz, kto tu jest.	2
Musimy to uczcić.	2
Twoja mama nigdy się nie poddaje.	8
Nie uczyłbym się matmy, gdybym nie musiał.	1
Nie utrzymywał pan z nią kontaktów?	6, 7
Kiedy odchodziła, zapomniałem o godności.	6
Moja słabość napawała ją wstrętem.	6
Co z odciskami palców w sprawie Polhemus?	1
Wiesz, że nic nie rozumiem.	1
Aż tydzień?	1, 2
-Potrzebne mi na wczoraj.	1
Przycisnę ich, ale nie sądzę, by to pomogło.	2
-Ten?	1, 2
Nie miała kapturka.	2, 4, 7
Sądzę, że zrobiono to umyślnie.	2, 8
Ale on się wkurza.	6
Pozoruje gwałt.	3
Proście Boga, żebym się do was nie dobrał.	2, 4, 8
Wyborcy wyczuli skończonego faceta, który przestał dostrzegać ważne sprawy.	1, 6
Ale nie możesz.	6
Wtedy jeszcze wierzyłeś, że możesz coś zmienić.	6
Niech cię Bóg ma w opiece.	5, 8
To może być kochanek.	2
Nie wiem.	2, 6, 7
Wciąż mam wystarczające wpływy, by to przepchnąć.	2, 5
Ona byłaby zadowolona?	2
Przywitaj się z Carolyn Polhemus.	2
Znajdźmy dla niej odpowiednie miejsce.	2, 4, 6
Gwałty, zboczenia, molestowanie dzieci.	3
Znajdziemy coś lepszego.	1
Dlaczego jej nie zwolnisz?	7
Poza tym chciałabym poprowadzić tę sprawę sama.	2
Z twoją pomocą.	2, 8
Każda z nich jest okropna.	1, 3
To oczywiste, nie jesteś taka jak inni.	5, 7, 8
Myślisz, że dostałam tę pracę, bo przespałam się z kumplem Raymonda.	1
Chcę, żebyś kogoś poznał.	5
Pamiętasz, jak opowiadałam ci o sądzie?	3
To sędziowie przysięgli.	2
A ty będziesz mnie pytać.	2, 4
O to, co się stało.	2, 7
Sądzę, że potrafisz.	8
Obiecuję.	2, 4, 5, 8
Mama zabrała cię do szpitala, bo byłeś ranny.	7
Będę grzecznym chłopcem.	8
Twoją głowę?	7
Mama zraniła mnie w głowę.	4, 6
Ciągle jesteś w niej zakochany.	8
Posłuchaj, co się stało.	2, 3
Przez Molto.	1, 2
Jakbym był podejrzanym.	4
Sprzed pięciu lat.	7
Gówno.	1, 7
To absurd.	7
Znaleźli moje odciski palców na szklance piwa w jej mieszkaniu.	4
Nie dojdzie do tego.	3
To nas może zrujnować.	4, 6
Och, Rusty!	2, 5, 8
Kogo wybierze?	7
Nie chcę, żebyśmy rozstali się w gniewie.	4
Jest kilka problemów.	4
Unikasz mnie.	6
Opuszczasz zebrania, na których jestem.	1
Chciałam ci to ułatwić.	6
Czuję się niezręcznie.	4
Spotykam się z kimś innym.	6
Nie sprawia mi to przyjemności.	3
Wejdź.	5
Nie szukają narzędzia zbrodni?	4
Nie byłbym taki głupi, by przynosić je do domu.	1
Nie mogę tego zrobić.	8
Powołanie się na 5.	4
Łączyły was intymne stosunki?	1, 6
Nie.	1, 2, 4, 5, 6, 7
Myślę, że tak.	5
Carolyn zgadza się w końcu.	5
Traci głowę.	1, 4
Nie myśli o analizach chemicznych, które pozwalają zidentyfikować spermę.	4
To tu trzeba zaatakować.	1
W jej apteczce?	7
To zrobiło wrażenie na moich nowych współpracownikach.	1, 2, 4
Jestem ciekaw, czego możemy się spodziewać po twoich zeznaniach.	2
Będę zeznawał na temat sposobu prowadzenia śledztwa przez Rusty'ego.	2
Co chcesz mi zrobić?	2, 4
Co ty chcesz mi zrobić?	1, 4
Dlaczego nie powiedziałeś mi o tobie i Carolyn?	1, 2
W tych okolicznościach radzę Rusty'emu nie odpowiadać.	1
Skąd wzięły się jego odciski palców na szklance?	1, 3
Musiałem go popędzać.	3
Jak możesz myśleć, że ja to zrobiłem?	3, 6, 7
Kiedy miał miejsce romans Raymonda z Carolyn?	2, 3, 7
Zaraz po tym, jak zerwała ze mną.	6
To nie może być zbieg okoliczności.	4
Wnoszę sprzeciw.	1
Czy nie należy tego poddać pod osąd przysięgłych?	1, 4, 7
Spotkamy się w sądzie za trzy tygodnie.	1
Po co wam to?	1
Proszę się nie martwić, nie fabrykujemy dowodów.	1, 7
Zawsze o czymś zapomną.	1, 3
Nigdy się o to nie martwiła.	7
Nie zamierzamy przeprowadzać rozprawy na schodach do gmachu sądu.	1
Jak Rusty Sabich i ja możemy odeprzeć zarzuty?	7
To zeznanie dotyczy szklanki. Nie ma żadnej szklanki.	6, 7
Bierze czynny udział w obronie.	8
-Przyciskają cię? -Te gnojki?	1, 2, 4
Dobry z ciebie kumpel.	5
Myślę, że wszystko będzie dobrze.	2
Potem będą dowody rzeczowe:	2
Wszystko wskazuje na mnie.	4
Obiecał przeprowadzić je gruntownie.	4
Moim zdaniem, nie.	8
Na miejsce Harolda Greera wziął własnego detektywa.	1, 4
Próbował z materiału porównawczego wykluczyć własne odciski palców.	7
Co mu pan powiedział o sobie i pani Polhemus?	4
To prawda.	2, 7, 8
Zdaniem obrony pan Sabich został celowo zamieszany w sprawę.	7
Igra pan z ogniem, panie Stern.	4
Wszyscy moi koledzy tam będą.	2
Będzie fajnie.	2, 5
Jestem oskarżony o coś, czego nie zrobiłem.	1, 3
Prosił, by nie brał pan tego wydruku?	1
Posłuchał go pan?	8
-Wziął pan ten wydruk czy nie?	6, 7
Powiedział, że zapomniał.	6, 7
Zapomniał?	1
To jest poza dyskusją.	1
Oto dowody rzeczowe.	2, 5, 7
Oskarżenie wzywa na świadka Morrisa Dickermana.	2
Proszę dziś wieczorem przejrzeć akta. Wysłucham pana jutro.	8
Dziękuję.	2, 5, 7, 8
Leon !	4, 6
-Nie waż się oddychać.	1
-Co ty wyprawiasz?	1, 4
A on powiedział:	6
Sędzia Sukinsyn.	1
Przykro mi.	4, 6, 8
Głośno myślałem.	6
Rozumiem.	5, 6, 8
A więc nie wie pan, co się stało?	6, 7
Czy pan mnie oskarża?	1
Panie Della Guardia, czy oskarżenie ma coś do dodania?	2
Możemy podejść, panie sędzio?	3
Ciesz się tym dniem, Sandy.	8
Dlaczego jest przeciwny twoim zeznaniom?	2, 4
Że jesteś jedynym mężczyzną, jakiego kochałam.	6
Niech Bóg pana prowadzi.	4, 8
Teraz chcę iść do domu.	1, 3
Podważasz autorytet sędziego?	1, 7
Wiedziałeś, że te dokumenty nie miały związku z moją sprawą.	1
Dałeś Larrenowi do zrozumienia, że wyciągniesz to przy pierwszej okazji.	1, 3
Po rozwodzie Larren był załamany.	6
Raymond Horgan odwiódł go od tego.	5
Raymond wiedział, że Larren brał łapówki?	1, 3, 7
Jak się czujesz?	2
Wiele ryzykowałeś.	1, 3
To oni popełnili błąd.	1
Myślisz, że to ja ją zabiłem.	6
Ten zramolały uniwersytet marzy o takim wykładowcy jak ty.	8
Powodzenia, mamo.	2, 8
Dołóż im, synku.	2, 5, 8
Sen o zniszczonej niszczycielce.	4
Sen, dla którego warto żyć.	2, 5
I znowu zaczyna się życie.	2, 5, 8
Najwyraźniej moje narodziny nie były wielkim świętem.	3, 6
A teraz widzimy jak moja mama ucieka.	1, 3, 6
Jaki dziwny piesl	7
To będzie w sam raz.	5
Oto moje ulubione zabawki.	5
Nikt tak naprawdę mnie nie zaakceptował...	6
Hank Aaron - zwycięzca.	5
- Nie, nie podoba mi się.	3, 6, 7
Takie właśnie chciałabym dziecko.	8
- To będzie nasze dziecko.	2, 5
l wy się do niego zaliczacie.	7
Pani nie ma tego żółtego czegoś. A to zielone jest u pani brązowe.	3
Nie wyszło mi to na dobre.	6, 7
Dzieci, zjedzcie cały gulasz.	5, 8
Jeżeli to jest takie pożywne, to dlaczego siostra tego nie je?	3
Nie wiem, co mi się dostało, pożywienie czy dyscyplina.	6
Dzięki ci, o Panie!	5
Dobra, wiesz co masz robić.	2
Byłeś moim ulubionym chłopcem.	5, 8
Nie wiesz?	2
Zostałem adoptowany!	2, 5, 7, 8
Będę miał nowych fajnych rodziców.	5, 8
- Wszystkim 34?	7
Mówią o nim na każdym kanale.	3
Odkąd uciekł, mieszkańcy pobliskich stanów bali się wyjść z domów.	4
Z powodu próby ucieczki z więzienia, czeka go w nim dłuższy pobyt.	3, 6, 7
Och, kochanie!	5, 7
Jestem taka szczęśliwa!	2, 5
Udanego dnia, kochanie.	8
Przejrzyj tę literaturę o adopcji.	3
Porozmawiajmy o tym wieczorem.	5, 8
Nie może się już doczekać biwaku.	2, 5
- Dla tego małego urwisa warto żyć.	5, 8
Chodź tu szybko.	1
- Co?	1, 2, 6, 7, 8
Tyram dla ciebie od 1 0 lat, bez podwyżki ani awansu.	1, 6
Jesteś za miękki.	5, 8
Dzisiaj są moje urodziny.	5
Masz wyszorować garnki tak, żebym mogła się w nich przejrzeć!	2, 5
- Ojej!	4, 7
Zostały jeszcze trzy rundy.	8
Taak!	5, 7
Jestem z was dumny!	5, 8
Nie poddamy się.	1, 2
l tak już wygraliśmy!	2
Chciałem podzielić się z tobą moim szczęściem.	5
- To chłopczyk!	5
Czy mogłyby się siostry uciszyć?	1
- Bezgłowe zwłoki.	3
- Potwory pożerające ludzkie mięso.	1, 3, 4, 6
Myślę po prostu, że może to dziecko chciałoby być kochane.	1, 2, 8
Dajcie mi jeszcze jedną szansę.	3, 6
Usuwać?	4
Z każdą chwilą się starzeję!	2, 4
To nowa... Wszędzie szukałam takich butów.	2, 5, 7
W byciu rodzicem chodzi o coś innego.	1, 8
- Już to przerabialiśmy!	1
Moglibyśmy się o nie troszczyć.	5, 8
A nie o jakieś głupie zwierzaki.	1
Wszystkie matki musiały przyjąć to co dała im natura.	6
Ale sąsiedzi będą wiedzieć o adopcji.	4, 7
Jak na to zareagują?	2
",Ben i Flo Healy idą na kolejne przyjęcie ze swoim synem!"""	2, 5, 7
",Świetnie dobrana torebka, ciekawe gdzie ją kupiła."""	7
"A potem powiedzą, ,Zaprośmy ich na przyjęcie."""	1, 4
Pośpieszcie się.	2
Mam nadzieję, że u ciebie też.	5, 8
Drogi Zabójco z muszką jak ci się żyje w więzieniu?	5
Wgazecie jest twoje zdjęcie, dodam je do swojej kolekcji.	5
Nadal noszę muszkę, żeby wyglądać tak jak ty.	8
Powariowali!	7
No proszę!	1, 3
Nie powinienem nic mówić, ale od razu was polubiłem.	3, 5, 8
Taki już jestem.	6
Pomagam ludziom, których lubię.	2, 5
Trzeba będzie zwlec się z łóżka i po ciemku zmienić mu pieluchę.	3, 6
Będzie pani zajmować się domem, jeść czekoladę, opiekować się dzieckiem, i przybędzie pani 20-30 kilogramów.	3
Żadnych pieluch?	7
Fuzzball to nasz kot.	8
Nie do wiary.	1, 7
Junior uwielbia koty.	5
Czołem, kolego.	5
Żegnajcie wszyscy!	5
l już jesteśmy na miejscu.	2
Wspaniale, prawda?	2, 5
Będzie super!	2
- Dobrze!	2
Dlaczego mnie zaadoptowaliście?	2
Nie woleliście własnego dziecka?	1, 7
Z dzieckiem nigdy nic nie wiadomo.	6
- Oj.	4, 7
- Mam nadzieję, że lubisz klauny.	1, 7
Zostań tu. Zrobimy mu niespodziankę.	5
Co to za niespodzianka, którą chcieliście mi pokazać?	1, 2
Oto wskazówka.	1
Nareszcie.	1, 5
Widziałem, że rośnie ci brzuch!	7
- Brzuch?	7
Posłuchałeś mojej rady i zrobiłeś dziecko komuś innemu, matce zastępczej.	8
Nie, tato, adoptowaliśmy dziecko.	6, 7
To śliczne dziecko.	5
Z dumą przedstawiam nowego członka rodziny Healy - Juniora!	2, 5, 7
Klaunowi z nosa leciały iskry.	3
- Łże jak pies.	1
Macie złe nasienie w rodzinie.	6, 7
- Nie zmienimy zdania.	2
W takim razie moja noga więcej w tym domu nie postanie.	1, 8
Pozbądźcie się go!	1
To ja przeprowadzam badanie.	7
Proszę przestać, albo będę musiał pana stąd wyprosić.	1
Widzę białe puszyste chmurki...	5
Wcale nie!	4
Widzisz trupy!	1, 3, 4
Nie rozumiesz?	1
Co widzisz?	2
To bardzo szlachetne, ale to są osobiste szuflady mamy.	3, 8
Od razu się nie przyzwyczaisz.	2, 4
Wiesz, Junior, sam się trochę boję.	4
Pierwszy raz jestem tatą.	2, 4, 5
- Szybko się nauczysz.	8
A potem się mnie pozbędziecie.	4
Jedziemy na biwak?	2
Nie wygłupiaj się.	1, 3
Chodźcie tutaj.	1, 3
Prawdziwy z niego dżentelmen.	8
Wczoraj w ogóle nie mieli dziecka, a teraz mają siedmioletnie.	7
Mamo, on ubiera się jak ten przestępca z telewizji.	3
W tym tygodniu Lucy kończy 6 lat, ale w tym roku na urodzinach nie będzie klauna.	2, 8
W sobotę są moje urodziny.	2
Uważam, że mój syn powinien dostawać kieszonkowe.	1
- Super!	2, 5
To cię nauczy szacunku do pieniędzy.	2
Wypatrujmy pola biwakowego numer 32.	2
Stąd nie zobaczycie zachodu słońca.	1, 3
To nic takiego.	8
- Dzieci, kiełbaski prawie gotowe!	5
No, wejdź do środka.	5, 8
- Dzieciaki na pewno się ucieszą.	2
- Opowiadajmy historie o duchach.	2
- Upieczmy ziemniaki.	2
- W lesie nie wolno rozpalać ognisk.	1, 3, 7
- Wszystko mu powiem.	3
Co się stało, dzieci?	7
Zobaczymy czy ma łaskotki.	2
Połaskotać?	5
Gili...	1
Mam wrażenie, że Junior był sprawcą tego zamieszania na biwaku.	1, 6, 7
Wal się!	1, 3
- Bałwanie.	1
Nie ma nic lepszego od roześmianych, rozbawionych dzieci.	2, 5, 8
Junior, mam plakietki dla dzieci i naklejki na rowery.	5
To są moje prezenty!	5
Dzieci, wychodzimy.	2, 5
Czas na pokaz magicznych sztuczek.	2, 5
Bo ja tak postanowiłam.	1
Przykro jest zostać odrzuconym, co?	6
Dał mi to mój dziadek na krótko przed śmiercią.	6, 8
Od 30 lat noszę ją w kieszeni.	8
- Strzeż jej jak oka w głowie.	8
- Ben, chodźże!	1, 2
Nie będziesz oglądał pokazu sztuczek.	1, 3
wszystkiego NAJLEPSZEGO	1
Chyba posunąłem się za daleko.	4, 6
Pozbądźmy się go i kupmy nowego kota!	1, 5
- Co ty mówisz? - Co mówię?	1, 3
Od dziś będę grzeczny, przysięgam.	4, 8
Tylko on jest dla mnie taki dobry.	8
Niech mnie pan nie leje, panie Healy.	4, 5
Calutkiego dolara?	2, 7
Czy on usiłuje być miły?	3
Dziękuję wszystkim, którzy chcieliby, żebym został burmistrzem.	5
To twoja wielka chwila.	2
l weź kij, właśnie tak.	1, 5
To najwyższy czas, żebyś się nauczył.	2, 4, 5
- A co będzie, jeśli...	4
Ważne żebyś tam stanął i spróbował swoich sił.	2, 5, 8
Będę z ciebie dumny.	8
Wierzę w ciebie, mały.	2, 5
Nie było cię w drużynie, gdy was ostatnio pokonaliśmy.	7
Syn głupola! Syn głupola!	1
Oszalałeś?	3
Byłem na strasznie fajnym biwaku!	5, 8
Ojcze, jestem u kresu sił.	6
Wszyscy poza mną.	6
Chłopiec mnie nie znosi.	6
Muszę zrobić, co do mnie należy.	2, 8
Oddam go do sierocińca.	3
- Z nim jest coś dziwnego! - Jest skrzywiony psychicznie!	7
- Wzięliście go!	1, 6, 7
To teraz będzie 31 raz!	5
Przestańcie!	1, 6
Ten dzieciak to potwór!	3
Taki jest właśnie współczesny świat.	6
Ale tak się nie dzieje, prawda Flo?	6
Coś czego nikt przed nami nie zrobił.	5, 6
",Nie zostawią mnie."""	8
Trafi do poprawczaka przed końcem podstawówki!	3, 4
- Otwórz drzwi.	2
