Não me digas que o Shooter é o teu melhor e mais velho amigo.	3, 7
Sim, ela pareceu ter-se divertido.	5
Estupor!	1
Espero que percas!	1, 3
Obrigado, querida.	8
Ouvi dizer que vai estar cheio.	2
Sabes quem era, Kid?	8
-Hoje não.	1, 3
A cidade vai estar cheia de dinheiro.	2
Até logo.	2, 5
Kid?	8
-Também estão a apostar muito em ti.	2
Até depois, Shooter.	2
Que surpresa!	7
Há biscoitos quentes no forno.	5, 8
As coisas que as meninas pequeninas sonham.	3, 6, 7
Uma vez, ouvi uma história sobre... ... umapedradosdesejos, algures nas margens do Mississippi.	2
Se eu o beijasse... ... epedisseum desejo...  ... eleconcretizar-se-ia.	2, 7
Foi apenas o habitual.	8
Podias mostrar uns truques ao meu pai.	2
-Truques?	2
Nunca vi tal coisa!	3
Tens de ver isto!	2
Repara bem...	5
Não ma mostre.	1
-Sim, vou jogar. Vou jogar!	2
-Hei-de ganhar qualquer coisa.	2
Não te preocupes.	2, 8
Há 25 anos que crio uma reputação.	5
Sabes bem a que me refiro.	8
Uma coisa te digo...	2, 8
Não vou dar-lhe ajuda alguma, a menos que precise.	2
O bom e honesto Shooter!	8
Cada vez me lembras mais o meu primeiro marido.	1, 3, 5, 7
-Ele também era um falhado.	3
-Pois eu não sou um falhado!	1
Olá a todos!	5
-Que outro motivo poderia haver?	1
Pode crer!	5
Dá cabo do gajo, Kid.	1, 4
-Muitíssimo bem.	5
-É bom revê-la, Lady Fingers.	5
É um prazer conhecê-lo, Lancey.	5
O prazer é todo meu.	5, 8
Nova Orleães sempre foi boa para mim.	5
Disseram-me que é um excelente jogador de póquer, jovem.	2, 8
Há já alguns anos que ouço falar de si.	2
Isso é muito perigoso.	4
Vieram do Clube de Bridge de Nova Orleães e foram selados pelo ecônomo.	4
Kid, qual é o seu jogo?	2
Meus senhores... ... senãohá objecções,dou eu.	1, 8
-Lamento ouvir tal coisa, Lady Fingers.	6
Sabe como gosto do estilo refinado com que joga.	2, 5, 8
Obrigado.	2, 5, 7, 8
Só espero que aguente.	2
Quem for eliminado tem meia hora para arranjar dinheiro e voltar.	1
-Eu jogo.	2
-Eu entro.	2, 8
-Não aposto nos noves.	6, 7
Não consigo começar.	1
Ele sabe o que faz.	8
É bom que assim seja. Senão, deixa de existir.	1
Vim cá para jogar.	2
Que bonito.	5
Lancey?	7
Simplesmente hilariante!	5
-O Pig leva 1 000 dólares de avanço e o Kid talvez 1 200.	2
O Kid ganhou-lhe uma jogada e ele ainda não recuperou.	4
-Entro.	2
Valete para o rei.	8
Eu... ... apostoo valordo bolo.	8
Eu jogo.	2
Fracassou.	1, 4
Cubro os seus 1 500 e subo... ... 2500.	8
Obrigadinho, Lancey.	5
Muito obrigado!	5
Não tem muita sorte, pois não?	7
Muito obrigado, Melba.	8
Melba, sempre me afligiu ver um homem como o Shooter chegar à meia-idade sem garantir o rendimento da próxima semana.	3, 4, 6, 7
Slade.	3, 4
-O Spider Man morreu lentamente.	6
-Ele morreu lentamente.	6
-Que grande assistência.	5
Sabes, Kid... ... éso maiorjogadordepóquer que vi em 35 anos.	8
Estavas a prevê-lo?	1, 7
Tens de ir lá, um dia.	2
-Sou bem capaz.	7, 8
-É preciso ter-se nervos de aço.	8
Senão, perde-se o controlo sobre as cartas, com tantos jogos, dia após dia.	6
Tenho, mas está fora.	1
Nenhum desentendimento, espero.	2, 4, 8
-Vou já, Shooter.	8
Gostei muito de conversar contigo.	5, 8
Exacto, Lancey.	5, 7
É um novo jogo.	7
Três.	8
Falhou.	1
Quanto há no bolo?	2
É teu, Shooter.	2, 5
Tu e esse maldito caderno!	1
Ás, rei, dez.	5
Olha para esta porcaria.	3
Dá as cartas, Shooter.	2
Não posso vencer três setes.	8
Tentei alistar-me, mas disseram que eu era demasiado antigo.	6
É infernal!	1, 4, 7
Óptimo!	2, 5, 8
Linda mulher.	5
- Não seja educado.	1, 3, 8
Mas e a Duquesa?	2, 7
O John é um homem de sorte.	5
Estamos atrasados.	3, 6
Sabe, querida, de certeza que essa almofada está húmida.	8
Não pode sentar-se em almofadas húmidas.	3
- Cá está a Cynthia.	5
- Centenas!	7
Um grande janota, mas muito esperto.	8
Outro exemplo das crenças bucólicas inglesas.	3, 6
- Homens, o resto do pelotão?	2
- Styles Court é mesmo glorioso!	7
- O teu irmão não pode ajudar?	1
- O Lawrence?	1
Depois de casar, claro que...	3
- Boa tarde, Sr. Poirot!	5
Todas aquelas garrafas, de tamanhos diferentes, tudo na ordem errada...	1
De que adianta?	2
Tento incutir-lhes uma noção de ordem e método, e desaparecem sempre para o bar!	1
Muito bom cavalo.	8
O uso agrícola é uma das excepções, felizmente.	5
Há tão pouco para fazer.	2
Nunca imaginei que fosse trabalho para mulher.	7
Estamos em guerra.	4
- Adoraria.	5
O que se passa?	3, 6
Há uma enorme trapalhada.	2
A Evie discutiu com o Inglethorp e vai-se.	2, 5
- Evie, não pode ser verdade!	7
Receio ter dito algumas coisas à Emily que ela não perdoará tão cedo.	6
- Oh, Evie!	2, 5, 7
Acabou por dizer que quanto mais cedo me fosse embora melhor.	1, 2, 4
Sr. Hastings, o senhor é honesto.	2, 5
Tome conta dela, Sr. Hastings.	8
Está quase calor demais, não está?	3
E dou-lhe a minha palavra:	2
É, de facto, mon ami Hastings!	1, 5
Ela teve a bondade de oferecer hospitalidade a sete dos meus compatriotas, refugiados da nossa terra natal.	5, 8
Providencia-nos aquela deliciosa casa acolá.	2, 7
- Sim, muito adequada.	8
Alimentei-o e vesti-o.	5
- Dorcas, traz-me selos, por favor.	1, 3
Não devia estar a descansar?	1
Não, agora não!	1
- Acendeste a lareira no meu quarto?	2
Soube de tudo pela Dorcas.	2
Estou exausta.	6
Tenho de ir à aldeia para falar com o nosso agente por causa das contas dos imóveis.	1, 2, 3, 4, 6
Abra a porta!	1, 2
Não há uma porta do outro lado?	4
Está tudo bem agora, mãe.	5
Sinto-me um pouco melhor agora.	6
Não.	1, 4, 6, 7, 8
Foi certamente um ataque cardíaco!	6, 7
O belga da aldeia?	7
- Sim.	1, 2, 5, 6, 7, 8
Não quero escândalo desnecessário.	4
A minha pobre Emily.	6
Estou satisfeito consigo, Hastings.	5, 8
Sim.	4, 8
Compreendo perfeitamente.	7
Hastings, temos de deixar isto, até o advogado da Sra. Inglethorp estar presente.	4
Isso é muito interessante, mon ami.	2
A lareira acesa no quarto a meio do Verão, Hastings?	5
Pode haver...	2
Tal como eu esperava.	3, 4, 8
Continue, Mademoiselle.	8
Não sei o que fazer.	4
Mas se o último pó foi tomado há dois dias não pode ser muito importante.	1
- O quê?	1, 2, 4, 7
Temo que não haja coincidência aqui.	4
- Ainda tem as chaves, Sr. Poirot?	2, 7
- Impossible!	7
Parece-me muito claro.	2
Deve ter estado 27 graus à sombra!	1, 2, 7
- Sim, mas a chávena de café estava tão completamente esmagada que não houve possibilidade de analisar o seu conteúdo.	1
Não é assim?	3
- Isso é verdade, Hastings.	8
Estou a ver.	5
Importa-se de nos dizer, Sr. Inglethorp, onde estava na tarde de segunda, dia 18 de Junho?	1, 2
- Pôs a corda ao pescoço!	1, 4
As coisas estão a andar depressa, meu amigo.	7
- Aí eu discordo de si.	1
Eu e Monsieur Poirot já nos encontrámos, e eu não acreditaria tão depressa em alguém como nele.	7
O caso contra ele será arquivado comme ça!	2
Alfred Inglethorp não deve ser preso, Superintendente.	8
É uma cidade linda.	5
Hastings, não lhe pareceu estranho que Lawrence Cavendish sugerisse que a mãe fora envenenada por acidente?	1
- Mas foi isso que pareceu.	6, 7
Não, não, Hastings.	6, 7
- À esquadra.	6
Eu compreendo.	8
Fale!	6, 7
Fiz um catálogo com os seus nomes e moradas.	7
- Voltámos à estaca zero.	3
Senhor todo-poderoso... não nos deixeis cair nas garras da morte eterna...	4
Mas nós temos de ser ainda mais inteligentes.	2
E nisso, você será imprescindível, mon ami.	2, 5, 8
Posso roubá-lo, Sr. Poirot?	3
Suponho que ela se esqueceu ou não pensou que poderia morrer.	6
- Eles não se querem separar de si.	8
Ela odeia-me.	1
- Ele também não me suporta.	4, 6
Mas mesmo assim, é bastante horrível quando ninguém nos ama, não é?	6
- Mas o Lawrence nunca fala comigo, se o puder evitar.	1, 6, 8
- Não seja tolo!	1
- Não estou a ser tolo.	2
Alegrou-me infinitamente.	5
Aqueles malvados detectives...	1, 3
Julgamento de homicídio!	1, 4
Como se declara?	2
Styles Court, totalmente sustentados por ela.	8
Ouviu um fragmento da conversa dela com a sogra, quando exigiu que ela lhe mostrasse qualquer coisa?	8
Bem, tem uma mão firme, devo dizê-lo.	7
- Óptimo!	7
- Sim?	4, 7
"Pode apresentar a prova ""D""?"	2
Então é melhor subir.	2
Estamos reunidos, sim?	2
Quem me dera saber, meu caro.	2
Mes dames et messieurs, boa noite!	5
Não tenho razão, Madame?	1, 2, 8
A própria Madame Inglethorp!	7
Mesmo assim, mon ami.	2, 8
Se a estricnina não estava no café e sabemos que não estava no cacau, onde estava?	4
Não?	1
O medicamento dela!	7
É provável que a última dose seja fatal.	6
Alguém juntou os pós para dormir ao tónico?	7
Mas eu tinha fechado à chave a pasta da Madame Inglethorp na manhã a seguir à morte dela.	3
Oh, sim!	2, 5, 7
Perdoem-me...	6
Está bem.	1, 2, 5, 8
Merecíamos o dinheiro, de qualquer modo.	1
Que horror!	3, 4
Não chegou a acabar de a escrever, mon ami.	5
O resto já sabemos.	1
Nunca, nem por um minuto, acreditei que tivesses sido tu.	4, 7, 8
- Pensei que estava perdido.	5
Quero saber tudo o que aconteceu.	2
Sabe, o que não entendo é por que razão o Inglethorp parecia tão interessado em ser preso.	4
Apresentaria o seu álibi indiscutível e ficaria a salvo para sempre.	3
- A Miss Howard?	1, 3
Que demônios inteligentes!	8
O seu tolo envolvimento com Madame Raikes esquecido...	1, 3
- As coisas que se fazem por amor!	5, 7
Nunca hei-de esquecer a cara dele quando entrámos no quarto da Sra. Inglethorp.	5
Porque está apaixonado por ela, claro.	5
São ambos tão queridos!	5
Vamos!	1, 2, 4, 5, 7, 8
Que mulher maravilhosa!	5, 7, 8
Nunca hei-de compreender as mulheres.	6
SOS!	4
Helicóptero dos EUA aproxima-se da vossa posição.	4, 8
Nightingale 501.	2, 5, 8
Cuidado.	2, 4
Estamos em posição para baixar um mergulhador no convés.	8
Seria bom se a área em frente da ponte estivesse sem ninguém.	8
Digam-lhes para sair daí.	1
- Vamos...	1, 4
- O helicóptero foi atingido!	4
Hawkins!	4
Onde está o Graham? Que importa?	1, 3
Vai-se casar daqui a meia hora.	7
Como vai isso?	2, 5
Fazemos isto juntos.	2, 4, 5, 8
Sorri, Chefe.	1
Depois que tens à tua espera?	6
- Sim. Diabo, acho que sim.  Achas.	1
- Que morra de pneumonia.	1
Com licença.	1, 8
Convosco é sempre altura má.	1, 6
Caros, há um Deus nos céus.	8
Objectivo em segurança.	4
Preparamo-nos para avançar.	2, 8
Inimigo. Inimigo.	1, 6, 7
- Temos aqui um desconhecido.	2
Todos embora!	1
- Diz que é marinheiro egípcio.	7
God, temos um atirador furtivo, na torre a sudeste.	4
Sim, estou a vê-lo.	2
- God, qual é a nossa situação?	4
- Inimigo! Beco!	2, 7
Estão a irritar-me. Calma!	1
A partida é às 02.45.	2
- Ramos, dá-me a tua mão.	1, 8
Porque não disparam?	4, 7
- Não!	1, 2
Foi um prazer.	5
- Claro... senhor.	5
- Não havia outros documentos?	2, 4
Pode dizer-nos porque razão não voltou lá dentro e não fez explodir os mísseis, Tenente?	1, 2, 3
Estou a interromper alguma coisa?	7
Há 1 semana atrás era útil.	1
- Sim, bem, quem ia adivinhar?	1
Ainda estou extasiado.	6
Essa 'tripe' não é bem a que andas à procura.	3, 6
Não podem matar a família de um homem e falar de direitos humanos.	1, 3
Numa retaliação pelo bombardeamento das nossas casas e o assassínio das nossas famílias por navios de guerra americanos.	4, 8
Não sabemos quase nada, mas crê-se que estejam ligados ao Hezbollah.	4
Não sabemos muito, pois não?	7
Porque não fez ir pelos ares quando teve oportunidade?	1
Ninguém culpa os seus SEALs ou você, Curran.	8
Você é um operacional, não 1 político.	3
Mantém a cabeça baixa, campeão!	1, 4
Tens de controlar as emoções, meu.	1, 3
Preciso de saber se é o que queres.	2
Deixa o homem dar a pancada.	1
O navio está cheio de peregrinos o que pode dar origem a situação de reféns.	4
Então que sabemos dessa situação de reféns?	4
Este navio é mercante.	2, 5
Que raio se passa aqui?	1, 7
Temos o navio certo.	2, 5, 8
Hawkins, qual é a tua situação?	4, 7
- Algo sobre a tua mãe.	7
Nunca menciones a mãe.	1
E a tolerância diminui, e a fé transforma-se em ira.	4, 6
Queria perguntar-lhe duas coisas.	2
Há algo neste grupo que lhe interessa?	3
Vá lá, Tenente.	1
Posso assistir?	2
- Eles, não o fazem por dinheiro.	4
Acho que tentamos provar algo a nós mesmos.	6
Então acha mesmo que eles guardam os mísseis num navio?	2, 7
Bonito!	5
Você sabe que ele tem os mísseis.	1
Onde está ele?	2, 7
Sim, pode-me ligar ao Oficial de Serviço, por favor?	2
- Prazer em conhecê-la.	5, 8
Um dos meus locais preferidos.	5, 8
Que porcaria!	3
Não queria ofender.	4, 6
- Excelente.	8
Eu fico bem.	2, 5, 6
Acho que não foi mau ter crescido em Fresno junto de imigrantes.	2, 5
"Conhece "" Dê a volta e leve-me ao hotel""?"	1
Olhe.	3
E se não me levar ao hotel, terei de ir a pé.	1, 6
Nunca deram e nunca irão dar.	1, 8
Ainda a temos, não é, Hawkins?	2
Morreram 7 passageiros e dois membros da tripulação.	6
Foram capturados dois homens que se crê responsáveis.	7
Dê-nos alguma informação.	1, 3
Reporto-as.	8
E quando for abatido o próximo avião, certifique-se que acerta nos nomes e idades das vítimas.	1
Mas não me ofereço como voluntária.	4, 6, 7
Bestial.	5
Óptimo.	5
Não creio que compreenda a situação.	4
Não há forma de os fazer falar.	2, 6
Bom.	1, 3
Se ele tem informações, porque não o contactou a si?	3, 7
- Chame-lhe emigração se quiser.	1
O facto é, dá-se dinheiro ao gajo, ele abre-se todo.	1
Warren? Prosseguimos com o plano?	1, 2
Segundo andar seguro.	8
- Saímos juntos, apenas juntos.	8
Vão ficar sob o radar sírio e israelita a partir da descolagem.	4
Só dispõem de uma passagem.	7
Um passeio no parque.	2, 5
Não, não é.	1, 4
Detesto saltar de um bom avião.	1
Não tens de gostar. Tens de o fazer!	4, 8
Vai-te foder!	1
Bom, meus caros.	2
Por amor de Deus, tenham cuidado!	4
Cinco, quatro, três, dois, um.	2, 5
Oh, merda!	4
Merda!	1, 4, 5, 7, 8
Dois adversários adiante.	2
- Líder, daqui God.	5, 8
Vai constituir problema?	1, 2, 4, 7
Four, daqui Líder.	1, 2
Líder... o grupo aumentou.	7
- Vou descer.	2
Cabrão!	1, 5, 8
Querias lutar?	1
A festa é aqui.	3, 6
- Devia...	2, 4
Vocês estão atrasados.	1
Pára com isso!	1
Avistei múltiplos alvos.	2
- Bem.	4, 8
Comunique, God.	5
Parece que temos festa no terceiro andar.	7
Quando a luz atingir a água, este barco fica exposto.	4
Está a nascer o dia.	7
- Que raio fazem lá?	1, 7
Aqui vai disto.	2, 8
Rebenta com ela, Ramos!	1
- Estás bem?	2, 4, 7
- Parece ferida abdominal e na coxa.	1, 7
- Ajuda-o, Rexer.	2, 4
Fora!	1, 3, 4
- Está bem. Só tem um sentido!	7
Ele não consegue tiro certeiro!	6, 7
Acaba com o cabrão!	4
- Vamos!	1, 2, 4, 8
Mergulhem!	1
Talvez tenham ouvido algo.	4
E pediu a Siegfried que o deixasse viver, oferecendo-lhe as sua terras.	4, 6
Olá, pai.	5
Começamos pela prancha mais alta.	2
Desculpe, treinador.	6
Não saltei.	7
Uma pessoa veste-se bem por boa educação.	3
- Gosto dela.	5
- Mas não gosto eu.	3
Já não se lembra, pois não?	6, 7
Bastian, ajuda-nos.	4, 5, 8
Por favor, volta, Bastian.	6
- Dá cá.	2
- Não, Bastian!	7
Estamos em grande perigo.	4
Fantasia!	2, 5, 7
Um terráqueo vem cá salvar a Imperatriz Menina?	2, 5
Vem cá, meu espião.	2
Tri Face!	7
Estás bem?	2, 4, 5, 6, 7, 8
Foi das minhas melhores aterragens.	5
- Voas há pouco tempo?	8
É ácido!	2, 3, 7
Ácido?	7
Vá lá, faz um desejo!	2
Tenho de ver a Imperatriz Menina.	2
- Nem perguntei...	1
- Pareciam gigantes.	4, 7
- Isso, bem vi...	7
Deseja que salvemos a vida!	4
Linda entrada.	7
A mesma força que apagou as páginas dos vossos livros, fez-nos prisioneiros no meu castelo.	6
Precisamos das vossas histórias para existirmos.	8
Diz-me o que queres que eu faça.	8
Bastian, és a minha última esperança.	8
Toda a gente em Fantasia tem de nos ajudar!	2, 4
E já!	2
Sabem o que isso significa?	2
Vi em sonhos uma luz sobre a Cidade de Prata e tive esperança.	5
- Viste os gigantes?	7
Diz-se que há um castelo com a forma de uma mão.	2
Preciso de uma coisa que... Que voe.  E que meta medo a tudo o que existir no castelo.	2, 8
Não!	1, 3, 4, 5, 6, 7
- Que vais fazer?	2, 4, 5
Precisam de mim?	2, 5
Olha, Falkor!	5, 7
E que mão...	2
Temos de encontrar o Atreyu.	2, 8
Tenham cuidado!	4
Quando é que aprendes... a ver a diferença entre uma pedra... e um nariz?	1, 7
Em que o posso ajudar?	2, 8
Tem a sua morada na capa.	1, 2
O meu filho desapareceu ontem à noite.	4
É uma leitura muito pesada para um rapaz.	8
Talvez encontre a explicação para o seu desaparecimento... aí dentro.	8
Ora, Atreyu, vê se acordas.	2, 5, 8
Estar acordado é uma piada no teu mundo?	6
E tu, também...	1, 2
É perigoso, mas talvez resulte.	2
Se os humanos se esquecerem de nós, ninguém pensará em coisas engraçadas para o meu filho fazer.	6, 7
Não consigo respirar!	4
Lembras-te do que tens que dizer?	8
Lembro-me.	8
Não sei se sabem porque estou aqui.	7
Tivemos as nossas diferenças no passado, mas tudo se resolve.	2, 8
Gosto muito de ler.	5
Não se interessam por isso, pois não?	2, 6
Sigam!	2, 5
- Aproveita agora!	7
Esquece!	1
Isso é uma arma lá no teu mundo?	7
Nem acredito no que fizemos.	7
Estão ocos e vazios... como as pedras do Rockbiter.	3, 6
- Eu derrotei-te?	1, 2, 7
Nós.	8
Claro que estás.	1
E exijo que libertes a Imperatriz Menina!	1, 3
Porque a isolei para todo o sempre.	3
Se o fizeste, também podes desfazê-lo.	1
- Então vamos para a Torre de Marfim.	2
Sr. Koreander?	2
De certeza que não!	2, 4, 8
Podemos ir no meu Xobile.	8
Isto é tudo muito estranho.	7, 8
Esta manhã, tudo isto era livros, de parede a parede.	7
Sei muito bem o que vejo...	1
É um cinto que torna invisível quem o usa.	7
Não me vejo.	4
- Como é que o posso tirar?	4
Não gosto disto.	4
Volto já.	2
- Estamos a andar em círculos.	1
Então, Bastian?	1, 2
E como sabemos que nos vai ajudar a libertar a Imperatriz?	6
- Não confio nela.	3
- Sei quando alguém me mente.	1, 3
nan	1, 2, 3, 4, 6, 8
Para quê lembrares-te delas, se as podes simplesmente desejar?	2, 7
Mesmo quando morremos?	4, 6
Atreyu, não vás zangado;	2
Tens razão.	8
Tinhas razão.	6, 7, 8
Tens inveja do Auryn e vieste roubar-mo.	1, 4, 6
E tu vai brincar aos heróis lá para o teu mundo.	3
Obrigadinho.	1, 3
- A culpa é tua!	3
- Um... Dois...  Três!	5
Bastian, não te esqueças de mim...	6, 8
Vem comigo.	2, 4, 8
E quem espia e se esconde, sempre vive mais um dia.	7
Desculpa o que aconteceu.	4, 6, 8
Amigos?	2, 8
Somos mais que vocês.	1
Se fizer mais um desejo...	2, 5
Fantasia será esquecida.	6
Desejo... que tenhas coração!	2
Já encontraste a coragem.	5, 8
- Estava tão preocupado contigo!	4, 6, 8
Voltaste!	3
Eu amo-te.	4, 5, 8
O que foi?	2, 6, 7
Pára com isso.	1
Quando tiveste um ultimo encontro?	1, 2, 7
Tens mesmo medo daqui.	2, 7, 8
Estás estranha.	5
Eles vêm buscar-te, Barbara.	1
Já não há fuga possível.	6
Socorro!	4, 7, 8
Por favor,precisamos de ajuda!	4
Está alguém aqui?	2, 7
Vamos.	1, 2
Morre... porra!	1
Esperamos por ajuda.	4
Não pode ceder.	6
Só ouvi disparates.	6
Como é que explicam um homem a andar por aí de pescoço partido?	7
Os palhaços estão a tentar apanhá-los e pô-los nas carrinhas.	1
Tinham dez ou vinte, nas traseiras de um camião.	6
Um carro explodiu lá fora.	4
Vi uma dessas coisas apanhar 30 tiros e continuar a andar.	4
Até que levou um tiro na cabeça.	1, 4
Só isso a parou.	8
É qualquer coisa que nunca ninguém viu ou ouviu falar.	2
Têm de haver armas nesta casa.	4
O que é?	2, 7
Está tudo bem.	5, 8
Está tudo bem, não dispare!	4
A mulher dele chama da cave.	7
- E vocês quem são?	1
- Quase me partiu a puta do braço.	1, 3
Estávamos mortos de medo.	4
O meu tio está morto, juro.	7
- Já ouvimos isso antes!	1
Continue, Tom.	2
Quer tomar o risco?	2
Há uma bomba atrás do barracão.	2, 5
Isto é uma treta.	1
Não estou a decidir por vocês.	1
Estou a pensar na minha pele.	5
Não consigo pensar!	4
De certeza que pensa o mesmo de mim por isso não vamos andar ás turras, ok?	3
O que pode dizer mais?	7
Vi a menina doente.	6
Enganou-se, foi apenas isso.	8
Foi atrás dele como...	4
Suicidou-se.	3, 4, 6
- Foi uma ideia boa.	8
- Não há tempo...	6
- Mas as janelas param?	7
- Estão doidos!	4
Estão doidos!	3
Vamos, faz o que te disse.	1
- E nós?	4
Só há este martelo.	1
Depois reforçamo-las.	8
Se virem chaves, guardem-nas.	7
Podem ter cem armas, mas é mais seguro aqui!	2, 5
Eu não vou abrir a porta e tu também não, e se tentares...	4
Temos de levá-la a um médico..	4, 6
Não há médicos lá em cima, e não há saída daqui.	4
Que sítio para ficar entalado.	4, 7
Não vai servir.	1
Nas pernas.	1, 2
Traga-me a minha arma quando voltar!	1
Pregue.	8
Deviamos sair antes que seja tarde demais.	4
Sei que quer sair daqui, e eu também. Vamos fazê-lo.	2, 8
Está a sair-se bem.	5
Conseguimos se tivermos cuidado.	2, 8
Ela está doida, ou quê?	1, 3, 7
Pregue!	2
Aqui!	3
Não suba.	4
Até podiam ser 100.	3, 4
- Não podemos esperar.	2
A cave é o único sítio seguro.	4
- Eles vão implorar para entrar.	1
- E o que fazes aí, Harry?	1
O que estás a fazer?	2, 4, 7
O que queres tentar fazer?	1
- Vamos abrir!	2
É bom que abra a porta, Cooper.	1
Eu ganhei!	5, 7
Deixe a porta aberta!	1
Se quer ir para cave, ou entra agora ou esqueça.	1
Estão todos a lutar por cauda dela.	7
Não vamos pôr ninguém na rua.	8
Oh, Meu Deus!	4, 7
Helen, temos de lá ir abaixo, rápido.	1, 2
Cooper, dê-me os pregos que estão ali.	1, 2
- Tira as mãos de cima de mim.	1
- Matou o sr. McGruder!	7
Estão mortos mas vêm atrás de nós.	4
Não pode ser.	6, 7
Agarra-o.	2
Está morto?	2, 4, 6
Acha que sim?	7
O que quer que tenha perdido, perdi há muito, e não quero perder mais.	1, 6
