	db_id	phrase	language id	opus_id	movie	filename	=
14	170	I reckon I'll see you later, ma'am.	1	1016	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
15	161	What's happening?	1	1005	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
16	370	Do any good?	1	96	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
17	686	They gonna be full up, from what I hear.	1	663	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
18	690	There's gonna be a lot of money in town.	1	673	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
19	841	Came here to play.	1	929	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
20	236	I'm gonna see you do the right thing.	1	1130	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
21	12	Why don't we have a drink for old time's sake?	1	737	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
22	301	It's a better world, we're all bound for.	1	1228	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
23	694	I'll see you later.	1	677	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
24	329	You gonna bust everybody, or am I?	1	28	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
25	724	Now you can show Papa some of them tricks.	1	732	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
26	510	You gonna play the Kid?	1	330	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
27	790	Oh, I've been hearing about you for a couple of years now.	1	851	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
28	611	Why, that's exactly what I was about to do, sugar.	1	532	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
29	291	Everybody's waiting.	1	1212	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
30	943	No unpleasantness, I hope.	1	1079	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
31	511	But I think you'll enjoy his game.	1	333	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
32	293	Looking forward to it, I might say.	1	1214	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
33	513	Come on, the tougher the competition, the better you used to like it.	1	335	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
34	650	It's for my kind of money.	1	603	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
35	933	You ought to come down sometime.	1	1065	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
36	239	Marry her!	1	1138	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
37	558	I'll see you tonight.	1	410	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
38	641	Oh, Melba would be mighty proud of you if you won yourself $,.	1	583	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
39	283	Sign it!	1	1202	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
40	115	There's more where that came from.	1	928	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
41	514	Well, what are we waiting for, Shooter?	1	336	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
42	517	You'll never guess where we've just been.	1	345	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
43	44	We can use Shelleen's own plan for train robbery.	1	791	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
44	576	And may the best man win.	1	452	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
45	58	I'm taking a bath.	1	816	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
46	417	I want everything he's got.	1	170	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
47	630	Personally, I think the Kid's chances are better.	1	555	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
48	472	Well, then, come on and find out.	1	281	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
49	886	I'll play.	1	999	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
50	866	I'm in.	1	974	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
51	811	Let's hope it holds out.	1	889	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
52	391	That's excellent.	1	135	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
53	150	Right there... in those big blue eyes.	1	993	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
54	171	I get a kick out of being on the winning side for a change.	1	1019	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
55	629	Well, I'd say the New York money will probably lay about... oh, - on Lancey.	1	554	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
56	475	But that's what's so marvelous.	1	284	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
57	226	Let's go to St. Louis.	1	1108	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
58	717	And if I kissed it... and made a wish... it'd come true.	1	720	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
59	602	Get ready.	1	512	en/1965/59037/5735869.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
60	216	That Englishman wants a fight?	1	1093	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
61	116	We did it, Mr. Cassidy.	1	931	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
62	81	What's wrong?	1	851	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
63	12184	Today, the captain ordered a general drill for the safety of the crew.	1	742	da/1954/46816/4447181.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
64	28492	When I say run, run.	1	444	da/2017/6394858/6938437.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
65	22521	A place to belong.	1	209	da/2012/1831806/4750587.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
66	11421	I'm going to make him happy.	1	1778	da/1954/46754/4074775.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
67	18832	Will you give me a shot of the valedictorian Getting her diploma?	1	72	da/2012/1822302/5998267.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
68	38186	Grab him.	1	518	en/1990/100258/4986942.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
69	21436	Let the party begin.	1	125	da/2012/1829012/5046371.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
70	26427	I wanted to see you.	1	180	da/2015/4428728/6751189.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
71	32693	And in my first  days, I will reach across party lines and devote my administration, your government, to securing them.	1	439	da/2017/6411842/6998001.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
72	31634	I can make a recess happen.	1	747	da/2017/6411836/6997991.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
73	27656	That money was going to change my life.	1	193	da/2015/4434386/6733261.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
74	212	Half of Wolf City's on the way up here.	1	1074	en/1965/59017/5730443.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
75	34149	And I give him chance to speak: I will be the soul of the discretion.	1	283	en/1990/100216/4306033.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
76	13378	Now let's move, but let's take the back door.	1	284	da/1965/59170/3085625.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
77	54313	Here we go!	1	369	en/1990/100477/6035222.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
78	31903	What do you think they're all talking about,	1	266	da/2017/6411838/6997997.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
79	43487	Get the camera on this right now!	1	852	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
80	12030	Gentlemen, I have good news for you.	1	580	da/1954/46816/4447181.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
81	29628	I'll be glad to do it.	1	1173	da/2017/6398054/7003618.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
82	20931	Hey, buddy boy!	1	838	da/2012/1827578/5432150.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
83	43667	Come to Papa.	1	1038	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
84	42687	I want you to see it.	1	1652	en/1990/100395/133488.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
85	43564	Let's get him!	1	932	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
86	36260	Bird leaves at . Be there or swim. We got more coming!	1	257	en/1990/100232/4438698.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
87	29029	♪ There's a lady ♪	1	433	da/2017/6398054/7003618.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
88	49200	You'll meet him shortly.	1	100	en/1990/100442/5165018.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
89	16794	Very soon.	1	1742	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
90	16476	You're just in time to help.	1	1417	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
91	41655	Weren't your parents coming tonight?	1	190	en/1990/100395/133488.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
92	36894	Help him, Rexer. Ramos, you got rear! -I got one mag left.	1	1313	en/1990/100232/4438698.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
93	36072	Let's go!	1	1414	en/1990/100224/4171489.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
94	22924	There's a good chance that she'll respond.	1	647	da/2012/1831806/4750587.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
95	15620	I made a special effort to not look like a nurse.	1	535	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
96	45788	I've got a little problem.	1	1013	en/1990/100405/4706696.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
97	40963	Sister Inviolata, you play great game of balls. How come?	1	847	en/1990/100280/6059762.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
98	54859	Well, maybe you can help me.	1	68	en/1990/100485/5439804.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
99	61135	And it would tell what we would most like to know.	1	1611	en/1990/100530/5988200.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
100	61411	Did somebody die or lose money or something?	1	231	en/1990/100602/7034324.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
101	26396	I do not know who he brings.	1	146	da/2015/4428728/6751189.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
102	43612	Well, give me a coordinate!	1	982	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
103	46153	Listen, maybe you and I could get together sometime after Edward leaves.	1	1533	en/1990/100405/4706696.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
104	44065	No diaphragm in that lady. What happened to it?	1	492	en/1990/100404/6976104.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
105	44485	I was wondering what we might expect, in terms of your testimony.	1	1044	en/1990/100404/6976104.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
106	56812	I'd like to go home.	1	161	en/1990/100507/4049754.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
107	9057	When do we start, mate...	1	518	da/1954/46672/3631734.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
108	52996	What are you talking about?	1	795	en/1990/100469/6936851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
109	38169	Cooper, give me the nails over there!	1	501	en/1990/100258/4986942.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
110	47175	It's gonna take some getting used to, isn't it?	1	637	en/1990/100419/3464474.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
111	33525	You kids play baseball?	1	1205	en/1990/100212/6364506.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
112	47433	Now is as good a time as any to learn.	1	932	en/1990/100419/3464474.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
113	56681	All right, what's happenin' out there?	1	27	en/1990/100507/4049754.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
114	31882	Why do the Chinese care so much about what's on this Russian boat?	1	245	da/2017/6411838/6997997.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
115	55857	There's no harm in hearing the young lady out, is there?	1	261	en/1990/100502/4704610.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
116	23493	Who reported it?	1	229	da/2015/4425218/6175845.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
117	38539	You and I could go there.	1	178	en/1990/100260/5855803.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
118	18677	Come on, then!	1	897	da/2012/1821427/5446149.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
119	24936	What are we doin' here?	1	319	da/2015/4427980/6363824.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
120	39228	Hold him!	1	979	en/1990/100260/5855803.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
121	41870	What does that mean?	1	492	en/1990/100395/133488.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
122	50615	He might even be expecting you.	1	1757	en/1990/100442/5165018.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
123	54394	Then once you cross Bloodworm Creek, you're scot-free, that is until... Dead Dingo Pass.	1	478	en/1990/100477/6035222.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
124	34422	My good Dorcas, the Lady Inglethorp is killed and it is necessary to know everything to be able to avenge it.	1	602	en/1990/100216/4306033.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
125	54166	Now, you must fly out immediately!	1	176	en/1990/100477/6035222.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
126	50500	Good luck.	1	1628	en/1990/100442/5165018.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
127	44147	Why don't we see if we can find a nice place for her.	1	600	en/1990/100404/6976104.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
128	53451	I am far more powerful than you can ever imagine.	1	580	en/1990/100475/6654473.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
129	45764	I got shoes. Wanna see?	1	979	en/1990/100405/4706696.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
130	36140	Watch yourself. Kuwaiti Star, stand by. We're coming in on your port side.	1	54	en/1990/100232/4438698.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
131	50031	The Montauk Club, : pm.	1	1089	en/1990/100442/5165018.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
132	15305	"Seek out and engage the enemy."""	1	213	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
133	41308	How is she?	1	1274	en/1990/100280/6059762.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
134	45452	Try me.	1	527	en/1990/100405/4706696.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
135	34239	I will go to the village to speak with our agent because of the counts of the real estate.	1	386	en/1990/100216/4306033.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
136	13989	I'll take the scenic route by foot.	1	959	da/1965/59170/3085625.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
137	29790	But there's no support for this appealing idea.	1	77	da/2017/6400614/6981474.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
138	13086	I was astonished at the extent of his reputation.	1	1550	da/1965/59113/4735341.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
139	41325	So, you are not seriously hurt?	1	1296	en/1990/100280/6059762.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
140	28237	If we can force them to come in and face us, we might actually have a chance to overpower them and escape.	1	178	da/2017/6394858/6938437.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
141	21074	My god, I am still in love you.	1	988	da/2012/1827578/5432150.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
142	41695	I'm glad you're making new friends.	1	252	en/1990/100395/133488.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
143	43440	Come on!	1	800	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
144	28358	We can't run, so we need to find a way to tell my team where we are.	1	303	da/2017/6394858/6938437.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
145	9225	Nitrates and phosphate for ammunition... The seeds of war.	1	691	da/1954/46672/3631734.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
146	56961	What's gone?	1	311	en/1990/100507/4049754.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
147	15969	You're not easy to talk to on the phone, so I decided to ambush you.	1	896	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
148	32486	It's interesting.	1	224	da/2017/6411842/6998001.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
149	21452	It's just that we have our annual audit coming up and I thought I should probably stay put.	1	142	da/2012/1829012/5046371.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
150	19738	Yeah, and...	1	91	da/2012/1826289/4509975.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
151	15013	I've got a plan.	1	990	da/1965/59260/6777980.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
152	54637	Got it!	1	794	en/1990/100477/6035222.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
153	44333	Oh, Rusty!	1	852	en/1990/100404/6976104.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
154	43431	Come on, you too!	1	790	en/1990/100403/3558669.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
155	41777	Go to your AA meetings-- -l want to do this film.	1	366	en/1990/100395/133488.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
156	52837	Yeah. - More than anything else in the world?	1	600	en/1990/100469/6936851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
157	41425	Yes. You know the nun you spoke to last night?	1	1429	en/1990/100280/6059762.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
158	41267	Here, in the house of God.	1	1222	en/1990/100280/6059762.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
159	59707	I must speak to Mr Scott Blair.	1	38	en/1990/100530/5988200.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
160	44977	I understand... The prosecutors have suspicions.	1	1747	en/1990/100404/6976104.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
161	20474	How do you take it? Ah, just like that.	1	352	da/2012/1827578/5432150.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
162	37173	People talk about a castle shaped like a hand.	1	241	en/1990/100240/5865478.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
163	16950	If this baby comes your way, look out!	1	1900	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
164	27954	You said it's never been done in the history of the DA's office.	1	511	da/2015/4434386/6733261.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
165	57193	Come on inside.	1	549	en/1990/100507/4049754.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
166	46722	You guys, I'm so excited!	1	146	en/1990/100419/3464474.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
167	16513	We mean it, sir, all kiddin' aside.	1	1455	da/1965/59309/234851.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
168	39844	Your Highness slept well?	1	400	en/1990/100263/7054028.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
169	31850	Good morning, Mr. President.	1	211	da/2017/6411838/6997997.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
170	57620	Miami needs new gigolos.	1	982	en/1990/100507/4049754.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
171	9290	What you fail to understand... is the power of hate.	1	759	da/1954/46672/3631734.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
172	20358	( imitates monkey gibbering )	1	232	da/2012/1827578/5432150.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
173	49115	Go!	1	1441	en/1990/100440/5203875.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
174	21482	When the team works, everybody wins.	1	173	da/2012/1829012/5046371.xml.gz	/content/drive/My Drive/Colab Notebooks/sentimentator/fixed_en_ant.txt	
